estacao,operadora,municipio,latitude_antena,longitude_antena,tecs
442009577,Tim,Matinhos,-25.836806,-48.541806,2G 3G 4G 5G
442009593,Tim,Matinhos,-25.826444,-48.537528,2G 3G 4G 5G
442009615,Tim,Ubirata,-24.54119,-52.99172,2G 3G 4G
442009658,Tim,Pontal Do Parana,-25.592778,-48.382444,2G 3G 4G
442009690,Tim,Curitiba,-25.35056,-49.27167,2G 3G 4G
442009720,Tim,Matinhos,-25.73139,-48.49194,2G 3G 4G
442009739,Tim,Pontal Do Parana,-25.67833,-48.46167,2G 3G 4G
442009747,Tim,Cruzeiro Do Oeste,-23.7865,-53.07294,2G 3G 4G
442013973,Vivo,Curitiba,-25.4325,-49.29389,2G 3G 4G 5G
442013990,Vivo,Curitiba,-25.38861,-49.24833,2G 3G 4G
442014007,Vivo,Curitiba,-25.40528,-49.25889,2G 3G 4G
442014015,Vivo,Curitiba,-25.43389,-49.23833,2G 3G 4G
442014040,Vivo,Curitiba,-25.41056,-49.30278,2G 3G 4G
442014082,Vivo,Curitiba,-25.46,-49.23861,2G 3G 4G
442014090,Vivo,Curitiba,-25.41944,-49.26528,2G 3G 4G
442014104,Vivo,Curitiba,-25.48611,-49.24722,2G 3G 4G
442014112,Vivo,Curitiba,-25.43389,-49.32306,2G 3G 4G
442014120,Vivo,Curitiba,-25.4825,-49.29194,2G  4G
442014163,Vivo,Curitiba,-25.39083,-49.26861,2G 3G 4G
442014180,Vivo,Curitiba,-25.44278,-49.29861,2G 3G 4G 5G
442014198,Vivo,Curitiba,-25.38056,-49.22139,2G 3G 4G
442014201,Vivo,Curitiba,-25.419166,-49.208333,2G 3G 4G
442014210,Vivo,Curitiba,-25.5125,-49.29389,2G 3G 4G
442014228,Vivo,Curitiba,-25.44417,-49.255,2G 3G 4G 5G
442014236,Vivo,Curitiba,-25.37361,-49.24611,2G 3G 4G
442014244,Vivo,Curitiba,-25.41583,-49.28056,2G 3G 4G
442014252,Vivo,Fazenda Rio Grande,-25.64917,-49.31028,2G 3G 4G
442014260,Vivo,Londrina,-23.31278,-51.16167,2G 3G 4G 5G
442014279,Vivo,Pinhais,-25.43528,-49.17722,2G 3G 4G
442014295,Vivo,Sao Jose Dos Pinhais,-25.66167,-49.15611,2G 3G 4G
442014309,Vivo,Sao Jose Dos Pinhais,-25.610833,-49.170277,2G 3G 4G
442014317,Vivo,Sao Jose Dos Pinhais,-25.515,-49.137222,2G 3G 4G
442039638,Vivo,Curitiba,-25.46417,-49.29139,2G 3G 4G 5G
442146558,Vivo,Curitiba,-25.52694,-49.25444,2G 3G 4G
442299826,Vivo,Curitiba,-25.59139,-49.31639,2G 3G 4G
442515154,Vivo,Matinhos,-25.76278,-48.51,2G 3G 4G
442515162,Vivo,Londrina,-23.29278,-51.20278,5G
442516509,Vivo,Pontal Do Parana,-25.64639,-48.4425,2G 3G 4G
442832222,Vivo,Apucarana,-23.54222,-51.45389,2G 3G 4G
442832320,Vivo,Cascavel,-24.98222,-53.49944,2G 3G 4G
442832400,Vivo,Cascavel,-24.97389,-53.38972,2G 3G 4G
442832451,Vivo,Cascavel,-24.93972,-53.44306,2G 3G 4G
442832508,Vivo,Cascavel,-24.95611,-53.46,2G 3G 4G 5G
442832559,Vivo,Cascavel,-24.97806,-53.45222,2G 3G 4G 5G
442832605,Vivo,Cascavel,-24.95611,-53.41944,2G 3G 4G
442832613,Vivo,Curitiba,-25.46028,-49.21444,2G 3G 4G
442832656,Vivo,Curitiba,-25.444444,-49.344722,2G 3G 4G
442832672,Vivo,Curitiba,-25.41861,-49.34917,2G 3G 4G
442832680,Vivo,Guaratuba,-25.86278,-48.56861,2G 3G 4G
442832907,Vivo,Maringa,-23.42333,-51.93972,2G  4G 5G
442832958,Vivo,Ponta Grossa,-25.09694,-50.15944,2G 3G 4G 5G
442832966,Vivo,Ponta Grossa,-25.090833,-50.164167,2G 3G 4G 5G
442832982,Vivo,Ponta Grossa,-25.179167,-50.096389,2G 3G 4G
442832990,Vivo,Ponta Grossa,-25.13778,-50.155,2G 3G 4G
442833016,Vivo,Ponta Grossa,-25.0775,-50.20889,2G 3G 4G
443182531,Vivo,Antonina,-25.43111,-48.71472,2G 3G 4G
443183260,Vivo,Campo Largo,-25.431647,-49.434094,2G 3G 4G
443183368,Vivo,Curitiba,-25.39417,-49.34583,2G 3G 4G
443183406,Vivo,Curitiba,-25.43472,-49.26611,2G 3G 4G 5G
443183430,Vivo,Curitiba,-25.405,-49.24306,2G 3G 4G
443183457,Vivo,Guaratuba,-25.93083,-48.58361,2G 3G 4G
443183481,Vivo,Guaratuba,-25.88,-48.57556,2G 3G 4G
443183686,Vivo,Morretes,-25.48139,-48.82917,2G 3G 4G
443183759,Vivo,Rio Branco Do Sul,-25.190278,-49.315,2G 3G 4G
443186634,Vivo,Toledo,-24.74306,-53.7225,2G 3G 4G
443188025,Vivo,Toledo,-24.72639,-53.75472,2G 3G 4G
443188033,Vivo,Toledo,-24.725,-53.73917,2G 3G 4G
443809968,Vivo,Curitiba,-25.35333,-49.26278,2G 3G 4G
443809976,Vivo,Foz Do Iguacu,-25.6825,-54.43583,2G 3G 4G
443810060,Vivo,Campo Mourao,-24.02778,-52.36306,2G 3G 4G
443810095,Vivo,Cianorte,-23.66167,-52.60028,2G 3G 4G
443810109,Vivo,Cianorte,-23.65,-52.61083,2G 3G 4G
443810117,Vivo,Cornelio Procopio,-23.18361,-50.66028,2G 3G 4G
443810125,Vivo,Cornelio Procopio,-23.18778,-50.64639,2G 3G 4G
443810320,Vivo,Cornelio Procopio,-23.17694,-50.64222,2G 3G 4G
443810338,Vivo,Francisco Beltrao,-26.06833,-53.05139,2G 3G 4G
443810532,Vivo,Francisco Beltrao,-26.04833,-53.05056,2G 3G 4G
443810540,Vivo,Francisco Beltrao,-26.08028,-53.05222,2G 3G 4G
443810559,Vivo,Guarapuava,-25.39472,-51.46417,2G 3G 4G
443810567,Vivo,Guarapuava,-25.376389,-51.477778,2G 3G 4G
443810575,Vivo,Guarapuava,-25.3686111,-51.4552777,2G 3G 4G
443810583,Vivo,Guarapuava,-25.401111,-51.493889,2G 3G 4G
443810591,Vivo,Medianeira,-25.295,-54.09583,2G 3G 4G
443810630,Vivo,Pato Branco,-26.21583,-52.66833,2G 3G 4G
443810656,Vivo,Umuarama,-23.76028,-53.31528,2G 3G 4G
443810664,Vivo,Jandaia Do Sul,-23.598611,-51.639167,2G 3G 4G
443810680,Vivo,Paicandu,-23.46333,-52.04556,2G 3G 4G
443810729,Vivo,Umuarama,-23.7730555,-53.3186111,2G 3G 4G
505788217,Tim,Paranagua,-25.700278,-48.573611,2G 3G 4G
505788233,Tim,Morretes,-25.5725,-48.837056,2G 3G 4G
505788241,Tim,Morretes,-25.532083,-48.6985,2G  4G
505788250,Tim,Morretes,-25.530417,-48.755722,2G 3G 4G
505788268,Tim,Sao Jose Dos Pinhais,-25.587389,-48.95175,2G 3G 4G
505788314,Tim,Curitiba,-25.402778,-49.281167,2G 3G 4G 5G
505788330,Tim,Curitiba,-25.415278,-49.321389,2G 3G 4G 5G
505788357,Tim,Curitiba,-25.434511,-49.279525,3G 4G 5G
505788365,Tim,Curitiba,-25.426389,-49.320278,2G 3G 4G 5G
505788373,Tim,Cascavel,-24.973833,-53.3845,2G 3G 4G
505794403,Tim,Ipora,-24.0025,-53.709722,2G 3G 4G
505812460,Vivo,Foz Do Iguacu,-25.5975,-54.48833,2G 3G 4G
505812525,Vivo,Umuarama,-23.766944,-53.296944,2G 3G 4G
511476167,Vivo,Paranagua,-25.64056,-48.53333,2G  4G
511476175,Vivo,Sao Jose Dos Pinhais,-25.55444,-49.02972,2G
511476183,Vivo,Morretes,-25.54556,-48.79083,2G
511476191,Vivo,Paranagua,-25.56444,-48.62833,2G  4G
511476213,Vivo,Paranagua,-25.64222,-48.59194,2G  4G
522987370,Vivo,Sao Jose Dos Pinhais,-25.52917,-49.2025,2G 3G 4G
523080034,Tim,Curitiba,-25.472778,-49.253333,2G 3G 4G 5G
523080042,Tim,Sao Jose Dos Pinhais,-25.551361,-49.036,2G 3G 4G
523080050,Tim,Sao Jose Dos Pinhais,-25.561056,-49.183083,2G 3G 4G 5G
523080085,Tim,Curitiba,-25.43222,-49.27528,2G 3G 4G 5G
523080093,Tim,Curitiba,-25.43528,-49.28139,2G 3G 4G 5G
523080115,Tim,Guarapuava,-25.558889,-51.488889,2G 3G 4G
534179630,Vivo,Rio Negro,-26.10111,-49.79444,2G 3G 4G
534817408,Tim,Piraquara,-25.457,-49.100278,4G
534817491,Tim,Matinhos,-25.78333,-48.52056,2G 3G 4G
534823947,Tim,Curitiba,-25.405833,-49.198889,2G 3G 4G 5G
534823963,Tim,Curitiba,-25.46222,-49.20528,2G 3G 4G 5G
534824579,Tim,Curitiba,-25.461944,-49.310028,2G 3G 4G 5G
534824595,Tim,Curitiba,-25.482056,-49.281333,2G 3G 4G 5G
535854595,Tim,Curitiba,-25.425,-49.343333,2G 3G 4G 5G
535862610,Tim,Maringa,-23.482833,-52.005528,2G 3G 4G
535862628,Tim,Apucarana,-23.564528,-51.483333,2G 3G 4G
607757914,Tim,Curitiba,-25.451944,-49.319444,2G 3G 4G 5G
607757922,Tim,Curitiba,-25.443889,-49.344167,2G 3G 4G 5G
607757930,Tim,Matinhos,-25.713472,-48.481806,2G 3G 4G 5G
607757949,Tim,Curitiba,-25.39525,-49.3445,2G 3G 4G 5G
608222690,Tim,Curitiba,-25.377861,-49.330083,2G 3G 4G 5G
608223638,Tim,Guaratuba,-25.883222,-48.570639,2G 3G 4G 5G
608223778,Vivo,Curitiba,-25.45806,-49.27833,2G 3G 4G 5G
608223794,Vivo,Curitiba,-25.42333,-49.22833,2G 3G 4G
608223964,Vivo,Londrina,-23.31083,-51.15667,2G 3G 4G
608223972,Vivo,Apucarana,-23.48194,-51.58417,2G 3G 4G
608237884,Vivo,Londrina,-23.31556,-51.17944,2G 3G 4G 5G
608237922,Vivo,Londrina,-23.30444,-51.15556,2G  4G 5G
608237930,Vivo,Londrina,-23.335,-51.14806,2G 3G 4G
613594681,Vivo,Ponta Grossa,-25.05222,-50.13806,2G 3G 4G
613594703,Vivo,Castro,-24.79306,-50.00833,2G 3G 4G
613594746,Vivo,Carambei,-24.95139,-50.1175,2G 3G 4G
613594770,Vivo,Irati,-25.46694,-50.64972,2G 3G 4G
613594800,Vivo,Irati,-25.48778,-50.65556,2G 3G 4G
613595050,Vivo,Telemaco Borba,-24.330833,-50.623611,2G 3G 4G
613595076,Vivo,Uniao Da Vitoria,-26.227222,-51.090556,2G 3G 4G
613595084,Vivo,Uniao Da Vitoria,-26.24,-51.090278,2G 3G 4G
613595122,Vivo,Uniao Da Vitoria,-26.231944,-51.06,2G 3G 4G
617724571,Vivo,Sao Miguel Do Iguacu,-25.34833,-54.23778,2G 3G 4G
617724598,Vivo,Santa Terezinha De Itaipu,-25.44583,-54.40389,2G 3G 4G
617724610,Vivo,Marechal Candido Rondon,-24.5405555,-54.0525,2G 3G 4G
617724628,Vivo,Assis Chateaubriand,-24.40583,-53.50972,2G 3G 4G
617724636,Vivo,Palotina,-24.281389,-53.837222,2G 3G 4G
617724644,Vivo,Guaira,-24.08361,-54.24583,2G 3G
617724660,Vivo,Matelandia,-25.23944,-53.97972,2G 3G 4G
617724679,Vivo,Santa Tereza Do Oeste,-25.05639,-53.62028,2G 3G 4G
617724725,Vivo,Ceu Azul,-25.14806,-53.84556,2G 3G 4G
617724733,Vivo,Goioere,-24.18528,-53.02417,2G 3G 4G
617724776,Vivo,Foz Do Iguacu,-25.48639,-54.50722,2G 3G 4G
617724830,Vivo,Laranjeiras Do Sul,-25.40278,-52.41278,2G 3G 4G
617726108,Tim,Itaipulandia,-25.13694,-54.30222,2G 3G 4G
617726957,Tim,Morretes,-25.438722,-48.87475,2G  4G
623288460,Vivo,Ponta Grossa,-25.27194,-49.97778,2G 3G 4G
623368927,Vivo,Bandeirantes,-23.107778,-50.369722,2G 3G 4G
623368935,Vivo,Jacarezinho,-23.16389,-49.97944,2G 3G 4G
623369001,Vivo,Nova Esperanca,-23.1863888,-52.2030555,2G 3G 4G
623369010,Vivo,Ivaipora,-24.245,-51.67472,2G  4G
623369028,Vivo,Sertanopolis,-23.05833,-51.04278,2G 3G 4G
623369524,Vivo,Mandirituba,-25.77,-49.32417,2G 3G 4G
623369540,Vivo,Colorado,-22.838333,-51.976389,2G 3G 4G
627464890,Tim,Curitiba,-25.536681,-49.313333,2G 3G 4G 5G
631354638,Tim,Foz Do Iguacu,-25.577528,-54.57525,2G 3G 4G
631355316,Tim,Foz Do Iguacu,-25.54625,-54.541194,2G 3G 4G
631355456,Tim,Irati,-25.50194,-50.65528,2G 3G 4G
631401091,Tim,Campo Magro,-25.37244,-49.3885,2G  4G
631401130,Tim,Quatro Barras,-25.337861,-49.036,2G 3G 4G
631404252,Tim,Sao Jose Dos Pinhais,-25.510306,-49.134556,2G 3G 4G
631407499,Tim,Imbau,-24.447611,-50.756361,2G 3G 4G
637083822,Tim,Engenheiro Beltrao,-23.796833,-52.259333,4G
637083865,Tim,Bela Vista Do Paraiso,-22.998,-51.189889,2G 3G 4G
637083954,Tim,Mandaguacu,-23.34639,-52.09667,2G 3G 4G
637083989,Tim,Peabiru,-23.91667,-52.34472,2G 3G 4G
637084063,Tim,Castro,-24.794,-49.944083,2G 3G 4G
637136454,Tim,Senges,-24.114222,-49.456,2G 3G 4G
637136462,Tim,Porecatu,-22.75833,-51.37206,2G 3G 4G
637136470,Tim,Sertanopolis,-23.059472,-51.043778,2G 3G 4G
641028652,Tim,Curitiba,-25.3855,-49.280694,2G 3G 4G 5G
641028687,Tim,Campo Magro,-25.37286,-49.42153,2G 3G 4G
641039182,Tim,Balsa Nova,-25.469111,-49.638583,2G  4G
641039190,Tim,Balsa Nova,-25.453528,-49.714139,2G 3G 4G
641039344,Tim,Campina Grande Do Sul,-25.301611,-48.944028,2G 3G 4G
641039425,Tim,Campina Grande Do Sul,-25.24464,-48.90742,2G 3G 4G
641039433,Tim,Campina Grande Do Sul,-25.1945,-48.887083,2G 3G
641039441,Tim,Campina Grande Do Sul,-25.136472,-48.859389,2G 3G 4G
641040709,Tim,Sao Jose Dos Pinhais,-25.720667,-49.137769,2G 3G 4G
641040725,Tim,Tijucas Do Sul,-25.779278,-49.119444,2G 3G 4G
641040733,Tim,Tijucas Do Sul,-25.83775,-49.108861,2G 3G 4G
641040741,Tim,Tijucas Do Sul,-25.850269,-49.0315,3G 4G
641046111,Tim,Guaratuba,-25.96125,-48.900444,2G 3G 4G
641046120,Tim,Guaratuba,-25.904306,-48.925722,2G 3G 4G
641046138,Tim,Guaratuba,-25.866722,-48.946139,2G 3G 4G
641050062,Tim,Palmeira,-25.390944,-49.819639,2G 3G
641050070,Tim,Ponta Grossa,-25.288056,-49.901389,2G 3G 4G
641050089,Tim,Ponta Grossa,-25.272056,-49.978556,2G 3G 4G
641050097,Tim,Ponta Grossa,-25.219972,-50.053694,2G 3G 4G
641063202,Vivo,Guarapuava,-25.55722,-51.48889,2G 3G 4G
641063229,Vivo,Lapa,-25.765833,-49.718889,2G 3G 4G
641063237,Vivo,Contenda,-25.67722,-49.5275,2G 3G 4G
641063245,Vivo,Sao Mateus Do Sul,-25.8697222,-50.3833333,2G 3G 4G
641071272,Tim,Curitiba,-25.413056,-49.258889,2G 3G 4G 5G
641177089,Tim,Maringa,-23.423278,-51.939417,2G 3G 4G 5G
641248369,Vivo,Campo Mourao,-24.04889,-52.39944,2G 3G 4G
641248385,Vivo,Cianorte,-23.66694,-52.61944,2G 3G 4G
641248407,Vivo,Cambira,-23.6,-51.57639,2G 3G 4G
641248440,Vivo,Andira,-23.050556,-50.226667,2G 3G 4G
641248482,Vivo,Cambe,-23.27611,-51.25472,2G 3G 4G
641248512,Vivo,Assai,-23.37306,-50.8425,2G 3G 4G
641248539,Vivo,Arapongas,-23.4275,-51.42528,2G 3G 4G
641248555,Vivo,Arapongas,-23.39417,-51.42639,2G 3G 4G
641248563,Vivo,Cambara,-23.044722,-50.078333,2G 3G 4G
641248571,Vivo,Morretes,-25.58167,-48.95944,2G  4G
641248601,Vivo,Morretes,-25.56167,-48.84444,2G  4G
641248717,Vivo,Londrina,-23.28889,-51.13361,2G 3G 4G
641248750,Vivo,Campina Grande Do Sul,-25.30139,-48.94389,2G  4G
641248768,Vivo,Quatro Barras,-25.32694,-49.02694,2G  4G
641248776,Vivo,Campina Grande Do Sul,-25.24444,-48.90722,2G  4G
641248784,Vivo,Curitiba,-25.42361,-49.27056,2G 3G 4G
641248792,Vivo,Campina Grande Do Sul,-25.10556,-48.81583,2G  4G
641248822,Vivo,Campina Grande Do Sul,-25.06694,-48.57694,2G  4G
641248849,Vivo,Antonina,-25.104108,-48.748353,2G  4G
641248857,Vivo,Campina Grande Do Sul,-25.08472,-48.64028,2G
641248873,Vivo,Balsa Nova,-25.454167,-49.715278,2G 3G 4G
641248881,Vivo,Balsa Nova,-25.4688888,-49.6380555,2G 3G 4G
641248890,Vivo,Palmeira,-25.37056,-49.81556,2G 3G 4G
641248911,Vivo,Ponta Grossa,-25.28833,-49.90111,2G  4G
641248920,Vivo,Tijucas Do Sul,-25.77917,-49.11944,2G
641248938,Vivo,Sao Jose Dos Pinhais,-25.72056,-49.13833,2G  4G
641248954,Vivo,Tijucas Do Sul,-25.84444,-49.03472,2G  4G
641248970,Vivo,Tijucas Do Sul,-25.83806,-49.10861,2G  4G
641248997,Vivo,Guaratuba,-25.96083,-48.90028,2G
641249012,Vivo,Guaratuba,-25.86667,-48.94583,2G
641249047,Vivo,Guaratuba,-25.90417,-48.92583,2G
641249063,Vivo,Guaratuba,-25.85278,-48.96778,2G
641265700,Vivo,Curitiba,-25.44806,-49.28889,2G 3G 4G 5G
641265794,Vivo,Curitiba,-25.49611,-49.27361,2G 3G 4G
641265832,Vivo,Curitiba,-25.40028,-49.20333,2G 3G 4G
641265840,Vivo,Colombo,-25.36,-49.17833,2G 3G 4G 5G
641266065,Vivo,Maringa,-23.39528,-51.95583,2G 3G 4G
641266073,Vivo,Rolandia,-23.30306,-51.35167,2G 3G 4G
641266090,Vivo,Primeiro De Maio,-22.85194,-51.03056,2G 3G 4G
641266120,Vivo,Maringa,-23.44889,-51.9525,2G 3G 4G
641266138,Vivo,Santo Antonio Da Platina,-23.29778,-50.07944,2G 3G 4G
641269439,Vivo,Campina Grande Do Sul,-25.09972,-48.68028,2G  4G
641274181,Vivo,Dois Vizinhos,-25.74778,-53.05806,2G 3G 4G
641280165,Vivo,Cambe,-23.28056,-51.27972,2G 3G 4G
658560140,Vivo,Arapongas,-23.41,-51.43806,2G 3G 4G
665608667,Vivo,Apucarana,-23.56556,-51.51972,2G 3G 4G
665608675,Vivo,Araucaria,-25.61111,-49.36917,2G 3G 4G
665608756,Vivo,Itaperucu,-25.208988,-49.335631,2G  4G
665608780,Vivo,Ponta Grossa,-25.0878611,-50.0904722,2G 3G 4G
665608799,Vivo,Ponta Grossa,-25.22028,-50.05444,2G 3G 4G
665608810,Vivo,Santo Antonio Da Platina,-23.28611,-50.06861,2G 3G 4G
665718306,Vivo,Guarapuava,-25.39694,-51.47417,2G 3G 4G
665718330,Vivo,Curitiba,-25.43778,-49.27806,2G 3G 4G
665718349,Vivo,Curitiba,-25.45139,-49.32,2G 3G 4G
665718373,Vivo,Curitiba,-25.47,-49.21778,2G 3G 4G
665718390,Vivo,Arapoti,-24.14028,-49.82556,2G 3G
665719582,Vivo,Corbelia,-24.79778,-53.29278,2G 3G 4G
665719604,Vivo,Cascavel,-24.95111,-53.44917,2G 3G 4G
665719620,Vivo,Foz Do Iguacu,-25.54611,-54.58278,2G 3G 4G 5G
665719639,Vivo,Ibaiti,-23.85056,-50.18917,2G 3G 4G
665723482,Tim,Mandirituba,-25.728722,-49.321083,2G 3G 4G
665758286,Tim,Sao Jose Dos Pinhais,-25.51528,-49.19972,2G 3G 4G 5G
667978011,Tim,Curitiba,-25.431,-49.258889,2G 3G 4G 5G
667979743,Vivo,Paranagua,-25.51778,-48.53472,2G 3G 4G
667979778,Vivo,Curitiba,-25.425,-49.27611,2G 3G 4G 5G
667979786,Vivo,Curitiba,-25.443611,-49.207778,2G 3G 4G
667980806,Vivo,Piraquara,-25.46472,-49.10278,2G 3G 4G
667980814,Vivo,Prudentopolis,-25.206583,-50.981667,2G 3G 4G
667980822,Vivo,Quatro Barras,-25.36639,-49.07833,2G 3G 4G
667980830,Vivo,Pinhais,-25.45722,-49.17722,2G 3G 4G
667987967,Vivo,Telemaco Borba,-24.323906,-50.655058,2G 3G 4G
671005391,Vivo,Morretes,-25.53194,-48.69833,2G
671041983,Vivo,Cascavel,-24.96583,-53.46778,2G 3G 4G
671042009,Vivo,Almirante Tamandare,-25.3275,-49.27806,2G 3G 4G
671042017,Vivo,Curitiba,-25.42528,-49.25139,2G 3G 4G 5G
671043013,Vivo,Curitiba,-25.543611,-49.254444,2G 3G 4G
682664766,Vivo,Curitiba,-25.44222,-49.28306,2G 3G 4G 5G
682664774,Vivo,Tibagi,-24.51639,-50.41194,2G 3G 4G
682664790,Vivo,Araucaria,-25.5575,-49.391667,2G 3G 4G
682665274,Vivo,Araucaria,-25.57917,-49.36528,2G 3G 4G
682665282,Vivo,Imbituva,-25.22917,-50.60333,2G 3G 4G
682665290,Vivo,Curitiba,-25.42389,-49.29389,2G 3G 4G
682665312,Vivo,Curitiba,-25.44028,-49.24028,5G
682665320,Vivo,Curitiba,-25.49778,-49.30139,2G 3G 4G
682665347,Vivo,Curitiba,-25.45528,-49.36389,2G 3G 4G
682665363,Vivo,Londrina,-23.34306,-51.185,2G 3G 4G 5G
682691259,Tim,Curitiba,-25.539028,-49.275306,2G 3G 4G 5G
682691542,Tim,Tibagi,-24.52306,-50.41056,2G 3G 4G
682730750,Tim,Maringa,-23.41775,-51.972944,2G 3G 4G 5G
682747165,Vivo,Sao Jose Dos Pinhais,-25.4975,-49.16556,2G 3G 4G
682747173,Vivo,Maringa,-23.40972,-51.93528,2G 3G 4G 5G
682747190,Vivo,Maringa,-23.38889,-51.93083,2G 3G 4G
682747211,Vivo,Maringa,-23.42806,-51.9525,2G 3G 4G 5G
682747238,Vivo,Maringa,-23.48278,-52.00556,2G 3G 4G
682747270,Vivo,Londrina,-23.31333,-51.15361,2G 3G 4G
682820466,Tim,Pinhao,-25.696083,-51.659056,2G 3G 4G
682820920,Tim,Cascavel,-24.9865,-53.509306,2G 3G 4G 5G
682927201,Tim,Guaratuba,-25.905972,-48.572361,2G 3G 4G 5G
682927260,Tim,Cafelandia,-24.615556,-53.320278,2G 3G 4G
682927325,Tim,Andira,-23.055361,-50.222167,2G 3G 4G
682927384,Tim,Nova America Da Colina,-23.270861,-50.741,2G
682930814,Tim,Reserva,-24.650667,-50.84925,2G 3G 4G
682930822,Tim,Capitao Leonidas Marques,-25.490111,-53.605361,2G 3G 4G
682930830,Tim,Siqueira Campos,-23.680778,-49.828611,2G  4G
682930849,Tim,Mambore,-24.322333,-52.52725,2G 3G 4G
682930857,Tim,Terra Roxa,-24.162583,-54.096222,2G 3G 4G
682930881,Tim,Nova Londrina,-22.760339,-52.99589,2G 3G 4G
682930890,Tim,Primeiro De Maio,-22.850694,-51.026694,2G 3G 4G
682930903,Tim,Faxinal,-24.001222,-51.316917,2G 3G 4G
682930911,Tim,Araruna,-23.93389,-52.49639,2G 3G 4G
682930920,Tim,Alto Parana,-23.125139,-52.317361,2G 3G 4G
682931527,Tim,Rolandia,-23.316889,-51.377778,2G 3G 4G
682936049,Tim,Tijucas Do Sul,-25.915944,-49.17525,2G 3G 4G
682944718,Tim,Ortigueira,-24.21036,-50.92386,2G 3G 4G
683010085,Tim,Cambe,-23.27306,-51.29139,2G 3G 4G
683099795,Vivo,Londrina,-23.32167,-51.16667,2G 3G 4G 5G
683099809,Vivo,Londrina,-23.31028,-51.16556,2G 3G 4G 5G
683099884,Vivo,Curitiba,-25.44694,-49.27056,2G 3G 4G 5G
683099922,Vivo,Sao Jose Dos Pinhais,-25.54389,-49.19417,2G 3G 4G
683099930,Vivo,Sao Jose Dos Pinhais,-25.52583,-49.12333,2G 3G 4G
683099957,Vivo,Curitiba,-25.54889,-49.30667,2G 3G 4G
683099981,Vivo,Curitiba,-25.41694,-49.32028,2G 3G 4G
683100009,Vivo,Curitiba,-25.46583,-49.28139,2G 3G 4G
683100017,Vivo,Curitiba,-25.45583,-49.29611,2G 3G 4G 5G
683100025,Vivo,Curitiba,-25.42444,-49.27083,2G 3G 4G 5G
683100041,Vivo,Pitanga,-24.770833,-51.756944,2G 3G 4G
683100076,Vivo,Pirai Do Sul,-24.5375,-49.940556,2G 3G 4G
683104454,Vivo,Matinhos,-25.82583,-48.53583,2G 3G 4G
683108280,Vivo,Foz Do Iguacu,-25.61611,-54.48139,2G 3G 4G
683172662,Tim,Curitiba,-25.453944,-49.288444,2G 3G 4G 5G
683246542,Tim,Curitiba,-25.438556,-49.2955,2G 3G 4G 5G
683383922,Tim,Realeza,-25.7756,-53.534579,2G 3G 4G
683383930,Tim,Ampere,-25.918222,-53.473528,2G 3G 4G
683412744,Tim,Capanema,-25.678917,-53.807778,2G 3G 4G
683415875,Vivo,Cascavel,-24.8325,-53.63917,2G 3G 4G
683415891,Vivo,Jesuitas,-24.38472,-53.38639,2G 3G 4G
683415905,Vivo,Terra Roxa,-24.16861,-54.09833,2G 3G 4G
683416308,Vivo,Porecatu,-22.75806,-51.37194,2G 3G 4G
683416316,Vivo,Apucarana,-23.56417,-51.48333,2G 3G 4G
683416332,Vivo,Engenheiro Beltrao,-23.79889,-52.25556,2G 3G 4G
683520415,Tim,Curitiba,-25.505639,-49.317361,2G 3G 4G
683544519,Tim,Curitiba,-25.460167,-49.238694,2G 3G 4G 5G
683591851,Vivo,Maringa,-23.41889,-51.93194,2G 3G 4G 5G
683593536,Vivo,Paranavai,-23.10111,-52.48306,2G 3G 4G
683615297,Vivo,Bela Vista Do Paraiso,-22.99806,-51.18917,2G 3G 4G
683631071,Vivo,Cruzeiro Do Oeste,-23.78444,-53.07583,2G 3G 4G
683720937,Tim,Campo Largo,-25.456222,-49.526944,2G 3G 4G 5G
683769936,Claro,Apucarana,-23.54417,-51.45556,2G 3G 4G
683770004,Claro,Apucarana,-23.55933,-51.44613,2G 3G 4G
683770071,Claro,Apucarana,-23.5644,-51.4834,2G 3G 4G
683770241,Claro,Almirante Tamandare,-25.31486,-49.29973,2G 3G 4G
683770357,Claro,Araucaria,-25.5797,-49.3828,2G 3G 4G
683770381,Claro,Colombo,-25.36111,-49.18889,2G 3G 4G
683770500,Claro,Colombo,-25.352222,-49.220556,2G 3G 4G
683770543,Claro,Curitiba,-25.41097,-49.25164,2G 3G 4G 5G
683770551,Claro,Curitiba,-25.41133,-49.23506,2G 3G 4G 5G
683770632,Claro,Curitiba,-25.42852,-49.29787,2G 3G 4G 5G
683770845,Claro,Curitiba,-25.42717,-49.28101,2G 3G 4G 5G
683770950,Claro,Curitiba,-25.43742,-49.28049,2G 3G 4G 5G
683771027,Claro,Curitiba,-25.44556,-49.255,2G 3G 4G
683771051,Claro,Curitiba,-25.45474,-49.26982,2G 3G 4G 5G
683771248,Claro,Curitiba,-25.35083,-49.27167,2G 3G 4G
683771329,Claro,Curitiba,-25.368601,-49.274241,2G 3G 4G
683771442,Claro,Curitiba,-25.39392,-49.25148,2G 3G 4G 5G
683773143,Claro,Curitiba,-25.38155,-49.22238,2G 3G 4G 5G
683773224,Claro,Curitiba,-25.40191,-49.24463,2G 3G 4G 5G
683773291,Claro,Curitiba,-25.395,-49.2103,2G 3G 4G
683773372,Claro,Curitiba,-25.41496,-49.20803,2G 3G 4G 5G
