estacao,operadora,municipio,latitude_antena,longitude_antena,tecs
686685253,Vivo,Carlopolis,-23.42056,-49.67722,2G 3G 4G
686691679,Vivo,Araruna,-23.93389,-52.49611,2G 3G 4G
686691792,Vivo,Ribeirao Do Pinhal,-23.42083,-50.35028,2G 3G 4G
686692071,Vivo,Candoi,-25.568889,-52.049167,2G 3G 4G
686696182,Vivo,Campo Magro,-25.376425,-49.429694,2G 3G 4G
686696700,Vivo,Curitiba,-25.43556,-49.31639,2G 3G 4G
686715586,Tim,Cianorte,-23.66167,-52.60056,2G 3G 4G
686715764,Tim,Cianorte,-23.65,-52.61083,2G  4G
686790340,Claro,Apucarana,-23.48319,-51.58514,2G 3G 4G
686790375,Claro,Cambara,-23.00444,-49.9975,2G 3G 4G
686790391,Claro,Curiuva,-24.04306,-50.45333,2G 3G 4G
686790472,Claro,Ponta Grossa,-24.99583,-50.36056,2G 3G 4G
686790561,Claro,Santa Fe,-23.03893,-51.81157,2G 3G 4G
686810155,Vivo,Pontal Do Parana,-25.6775,-48.462222,2G 3G 4G
686810341,Vivo,Capanema,-25.69444,-53.78056,2G 3G 4G
686810635,Vivo,Itaipulandia,-25.15889,-54.29111,2G 3G 4G
686810686,Vivo,Mariopolis,-26.35833,-52.55694,2G 3G 4G
686810759,Vivo,Mangueirinha,-25.94139,-52.17361,2G
686810775,Vivo,Missal,-25.09222,-54.2475,2G 3G 4G
686840305,Vivo,Curitiba,-25.42722,-49.28639,2G 3G 4G 5G
686840461,Vivo,Cantagalo,-25.37778,-52.12,2G 3G 4G
686840739,Vivo,Porto Amazonas,-25.562417,-49.889944,2G 3G 4G
686870069,Vivo,Telemaco Borba,-24.376878,-50.667431,2G 3G 4G
686874048,Vivo,Reserva,-24.65056,-50.84917,2G 3G
686876440,Tim,Paranagua,-25.510278,-48.523917,2G 3G 4G 5G
686876474,Tim,Sao Jose Dos Pinhais,-25.538444,-49.090083,2G 3G 4G
686876512,Tim,Curitiba,-25.403444,-49.289028,2G 3G 4G 5G
686876520,Tim,Curitiba,-25.46,-49.26694,2G 3G 4G 5G
686876563,Tim,Araucaria,-25.580306,-49.414778,2G 3G 4G
686876652,Tim,Foz Do Iguacu,-25.4715,-54.5845,2G 3G 4G
686876687,Tim,Colombo,-25.37889,-49.18361,2G 3G 4G
686876695,Tim,Douradina,-23.383056,-53.292778,2G 3G 4G
686890205,Claro,Agudos Do Sul,-25.99228,-49.34195,2G 3G 4G
686891660,Vivo,Paranavai,-23.08056,-52.44722,2G 3G 4G
686891848,Vivo,Jardim Alegre,-24.17694,-51.6925,2G 3G 4G
686900006,Vivo,Capitao Leonidas Marques,-25.488889,-53.605278,2G 3G 4G
686900057,Vivo,Moreira Sales,-24.05083,-53.00972,2G 3G 4G
686900120,Vivo,Mariluz,-24.00694,-53.14694,2G 3G 4G
686900200,Vivo,Formosa Do Oeste,-24.29861,-53.31444,2G 3G 4G
686900286,Vivo,Cidade Gaucha,-23.38917,-52.94917,2G 3G 4G
686900324,Vivo,Douradina,-23.38278,-53.29306,2G 3G 4G
686900405,Vivo,Paranacity,-22.94194,-52.15722,2G 3G 4G
686900480,Vivo,Juranda,-24.42056,-52.83333,2G 3G 4G
686900510,Vivo,Nova Cantu,-24.675225,-52.570136,2G 3G 4G
686900758,Vivo,Sertaneja,-23.04028,-50.81694,2G 3G 4G
686900782,Vivo,Joaquim Tavora,-23.50444,-49.91361,2G 3G
686902530,Claro,Ponta Grossa,-25.04194,-50.28444,2G 3G 4G
686902564,Claro,Maringa,-23.423542,-51.93672,2G 3G 4G
686902572,Claro,Mandirituba,-25.85472,-49.35861,2G 3G 4G
686902580,Claro,Bocaiuva Do Sul,-25.22116,-49.10584,2G 3G 4G
686902602,Claro,Araucaria,-25.62389,-49.45056,2G 3G 4G
686902629,Claro,Arapongas,-23.42111,-51.50222,2G 3G 4G
686911628,Tim,Ivaipora,-24.245,-51.674722,2G 3G 4G
686914597,Claro,Candido De Abreu,-24.57583,-51.34333,2G 3G 4G
686914635,Claro,Cidade Gaucha,-23.38923,-52.94938,2G 3G 4G
686914678,Claro,Maua Da Serra,-23.89778,-51.22528,2G 3G 4G
686914732,Claro,Faxinal,-23.92444,-51.17694,2G 3G 4G
686915070,Claro,Ortigueira,-23.98389,-51.08444,2G 3G 4G
686915100,Claro,Ortigueira,-24.11389,-51.03417,2G 3G 4G
686915275,Claro,Ortigueira,-24.30306,-50.87333,2G 3G 4G
686915305,Claro,Paranacity,-22.94194,-52.15722,2G 3G 4G
686915321,Claro,Quitandinha,-25.89833,-49.56167,2G 3G 4G
686915640,Claro,Sao Pedro Do Ivai,-23.865,-51.8525,2G 3G 4G
686915836,Claro,Santa Izabel Do Oeste,-25.81706,-53.48452,2G 3G 4G
686915895,Claro,Tibagi,-24.59278,-50.65972,2G 3G 4G
686915933,Claro,Tibagi,-24.67278,-50.61139,2G 3G 4G
686917782,Claro,Tibagi,-24.85806,-50.44806,2G 3G 4G
687196825,Vivo,Perola,-23.8025,-53.68278,2G 3G 4G
687196884,Vivo,Manoel Ribas,-24.52139,-51.67083,2G 3G 4G
687196906,Vivo,Sao Pedro Do Ivai,-23.86472,-51.85222,2G 3G 4G
687196922,Vivo,Paraiso Do Norte,-23.28139,-52.59917,2G 3G 4G
687196957,Vivo,Florestopolis,-22.86556,-51.38833,2G 3G 4G
687199689,Tim,Loanda,-22.933694,-53.13575,2G 3G 4G
687204330,Tim,Almirante Tamandare,-25.27975,-49.304306,2G 3G 4G
687204348,Tim,Ibipora,-23.292889,-51.090444,2G 3G 4G
687204500,Tim,Castro,-24.791972,-49.990556,2G 3G 4G
687207002,Tim,Curitiba,-25.421389,-49.277556,2G 3G 4G 5G
687211956,Claro,Curitiba,-25.43389,-49.305,2G 3G 4G
687212057,Claro,Andira,-23.0848,-50.27853,2G 3G 4G
687212120,Claro,Curitiba,-25.44948,-49.2639,2G 3G 4G 5G
687228476,Vivo,Catanduvas,-25.20444,-53.15722,2G 3G 4G
687238099,Vivo,Curitiba,-25.51139,-49.33194,2G 3G 4G
687238161,Vivo,Curitiba,-25.38806,-49.28417,2G 3G 4G
687263565,Claro,Araucaria,-25.57998,-49.39816,2G 3G 4G
687263832,Claro,Umuarama,-23.75822,-53.30321,2G 3G 4G
687263840,Claro,Toledo,-24.7612,-53.7312,2G 3G 4G
687263859,Claro,Tijucas Do Sul,-25.94576,-49.20788,2G 3G 4G
687263867,Claro,Iguaracu,-23.27139,-51.88111,2G 3G 4G
687263875,Claro,Guaratuba,-25.88028,-48.6025,2G 3G 4G
687263891,Claro,Guarapuava,-25.42583,-51.66306,2G 3G 4G
687263913,Claro,Foz Do Iguacu,-25.5,-54.56,2G 3G 4G
687263921,Claro,Foz Do Iguacu,-25.56711,-54.558151,2G 3G 4G
687263948,Claro,Foz Do Iguacu,-25.51972,-54.55417,2G 3G 4G
687263999,Claro,Foz Do Iguacu,-25.54032,-54.57338,2G 3G 4G
687264030,Claro,Cascavel,-24.9227,-53.4214,2G 3G 4G
687264081,Claro,Cascavel,-24.96569444,-53.46365741,2G 3G 4G
687264138,Claro,Cascavel,-24.95599,-53.46161,2G 3G 4G 5G
687264146,Claro,Balsa Nova,-25.4525,-49.71361,2G 3G 4G
687270570,Claro,Bandeirantes,-23.13583,-50.40778,2G 3G 4G
687288460,Claro,Campina Grande Do Sul,-25.09167,-48.61111,2G 3G 4G
687288517,Claro,Campina Grande Do Sul,-25.09944,-48.68,2G 3G 4G
687288541,Claro,Campina Grande Do Sul,-25.10528,-48.81528,2G 3G 4G
687306019,Vivo,Castro,-24.79389,-49.94389,2G
687307864,Vivo,Curitiba,-25.43167,-49.27222,2G 3G
687308020,Claro,Catanduvas,-25.20444,-53.1575,2G 3G 4G
687309980,Vivo,Ponta Grossa,-25.08139,-50.15833,2G 3G 4G
687369207,Vivo,Guaraquecaba,-25.29917,-48.32972,2G 3G 4G
687370191,Claro,Guaratuba,-25.85417,-48.95917,2G 3G 4G
687393191,Vivo,Barbosa Ferraz,-24.02361,-51.99778,2G 3G 4G
687393337,Vivo,Maringa,-23.40944,-51.89111,2G 3G 4G
687394406,Vivo,Maringa,-23.43278,-51.93583,2G 3G 4G 5G
687416540,Tim,Curitiba,-25.50556,-49.20778,2G 3G
687419239,Claro,Rio Negro,-26.04558,-49.70053,2G 3G 4G
687419263,Claro,Balsa Nova,-25.59194,-49.62306,2G 3G 4G
687477263,Vivo,Braganey,-24.815833,-53.121667,2G 3G 4G
687477387,Vivo,Foz Do Iguacu,-25.51694,-54.56944,2G 3G 4G
687477433,Vivo,Ibema,-25.11972,-53.00417,2G 3G
687477476,Vivo,Marmeleiro,-26.15861,-53.03583,2G 3G 4G
687477492,Vivo,Nova Prata Do Iguacu,-25.6319444,-53.3447222,2G 3G 4G
687477506,Vivo,Renascenca,-26.15556,-52.97833,2G 3G 4G
687477530,Vivo,Serranopolis Do Iguacu,-25.38306,-54.05389,2G 3G
687477549,Vivo,Salto Do Lontra,-25.78472,-53.31056,2G 3G 4G
687477573,Vivo,Vitorino,-26.26083,-52.77444,2G  4G
687493455,Tim,Foz Do Iguacu,-25.683778,-54.438083,2G 3G 4G
687493617,Tim,Pinhais,-25.40889,-49.18167,2G 3G 4G 5G
687493641,Tim,Palotina,-24.328333,-53.854944,2G 3G 4G
687493650,Tim,Marechal Candido Rondon,-24.541039,-54.052392,2G 3G 4G
687493684,Tim,Colombo,-25.36408,-49.20731,2G 3G 4G
687493714,Tim,Apucarana,-23.553861,-51.460861,2G 3G 4G
687493749,Tim,Curitiba,-25.444611,-49.292111,2G 3G 4G 5G
687520320,Claro,Morretes,-25.42611,-48.87778,2G 3G 4G
687524261,Tim,Ponta Grossa,-25.097528,-50.192889,2G 3G 4G 5G
687528763,Claro,Telemaco Borba,-24.366792,-50.659665,2G 3G 4G
687528828,Claro,Sao Jose Dos Pinhais,-25.5359,-49.11348,2G 3G 4G
687528895,Claro,Pinhais,-25.4362,-49.1863,2G 3G 4G
687529107,Claro,Matinhos,-25.80889,-48.54528,2G 3G 4G
687529140,Claro,Maringa,-23.37,-52.06528,2G 3G 4G
687529158,Claro,Morretes,-25.38111,-48.86361,2G 3G 4G
687529514,Claro,Guarapuava,-25.3591,-51.4997,2G 3G 4G
687529549,Claro,Foz Do Iguacu,-25.4558,-54.50615,2G 3G 4G
687529573,Claro,Campo Largo,-25.44902,-49.53693,2G 3G 4G
687529611,Claro,Colombo,-25.315185,-49.15287,2G 3G 4G
687529697,Claro,Arapongas,-23.35139,-51.48944,2G 3G 4G
687537088,Vivo,Araucaria,-25.53194,-49.36139,2G 3G 4G
687538351,Vivo,Curitiba,-25.51139,-49.33194,2G 3G
687538440,Vivo,Curitiba,-25.435597222222,-49.238361111111,2G 3G 4G
687538491,Vivo,Curitiba,-25.45,-49.36194,2G 3G
687540569,Vivo,Paranagua,-25.51639,-48.505,2G 3G
687544068,Tim,Toledo,-24.731689,-53.742412,2G 3G 4G 5G
687567823,Claro,Apucarana,-23.55151,-51.47436,2G 3G 4G
687567840,Claro,Curitiba,-25.43605,-49.27742,2G 3G 4G 5G
687567874,Claro,Medianeira,-25.26778,-54.05861,2G 3G 4G
687567904,Claro,Maringa,-23.36752,-51.9009,2G 3G 4G
687567939,Claro,Sao Jose Dos Pinhais,-25.48389,-49.15028,2G 3G 4G
687605598,Claro,Cambe,-23.27627,-51.25456,2G 3G 4G
687630762,Tim,Telemaco Borba,-24.22306,-50.54111,2G 3G
687631610,Tim,Campina Grande Do Sul,-25.351417,-49.082056,2G 3G 4G
687631858,Tim,Curitiba,-25.500806,-49.304278,2G 3G 4G 5G
687631882,Tim,Foz Do Iguacu,-25.559472,-54.560278,2G 3G 4G 5G
687631904,Tim,Jacarezinho,-23.184639,-49.982306,2G 3G 4G
687631912,Tim,Lapa,-25.75917,-49.73556,2G 3G 4G
687631955,Tim,Sao Jose Dos Pinhais,-25.53389,-49.21583,2G 3G 4G 5G
687631971,Tim,Sao Jose Dos Pinhais,-25.49719,-49.18797,2G 3G 4G
687631980,Tim,Telemaco Borba,-24.329944,-50.623611,2G 3G 4G
687642590,Claro,Maringa,-23.41917,-51.93167,2G 3G 4G
687642620,Claro,Guarapuava,-25.24639,-51.55306,2G 3G 4G
687642663,Claro,Guarapuava,-25.37056,-51.34167,2G 3G 4G
687642728,Claro,Curitiba,-25.45139,-49.22861,2G 3G 4G
687653665,Vivo,Colombo,-25.34528,-49.20056,2G 3G 4G
687665647,Vivo,Campina Grande Do Sul,-25.3425,-49.08278,2G  4G
687665825,Vivo,Curitiba,-25.45202,-49.253453,2G 3G 4G
687666473,Vivo,Sao Jose Dos Pinhais,-25.53833,-49.09,2G  4G
687676487,Claro,Campo Mourao,-24.06111,-52.41972,2G 3G 4G
687676762,Claro,Curitiba,-25.53667,-49.31556,2G 3G 4G
687676770,Claro,Cornelio Procopio,-23.1725,-50.67056,2G 3G 4G
687679060,Vivo,Araucaria,-25.57972,-49.39556,2G 3G 4G
687679109,Vivo,Araucaria,-25.55806,-49.39139,2G 3G 4G
687679443,Vivo,Curitiba,-25.385,-49.25778,2G 3G
687679460,Vivo,Curitiba,-25.46194,-49.31,2G 3G 4G
687679656,Vivo,Curitiba,-25.47861,-49.19694,2G 3G 4G
687679915,Vivo,Guaratuba,-25.88028,-48.6025,2G  4G
687680069,Vivo,Ponta Grossa,-25.08917,-50.08722,2G 3G 4G
687680115,Vivo,Rio Azul,-25.72333,-50.78778,2G
687686148,Vivo,Campo Largo,-25.45972,-49.57,2G 3G 4G
687686660,Vivo,Telemaco Borba,-24.30611,-50.6075,2G 3G 4G
687986575,Vivo,Guarapuava,-25.55972,-51.48889,2G  4G
687987415,Vivo,Curitiba,-25.43139,-49.28889,2G 3G
687987784,Vivo,Curitiba,-25.44806,-49.28889,2G
688032281,Tim,Alto Piquiri,-24.025361,-53.443333,2G 3G 4G
688032290,Tim,Arapongas,-23.393333,-51.448917,2G 3G 4G
688032303,Tim,Balsa Nova,-25.581417,-49.626389,2G 3G 4G
688032311,Tim,Bocaiuva Do Sul,-25.221,-49.105917,2G 3G 4G
688032320,Tim,Borrazopolis,-23.940861,-51.588361,2G 3G 4G
688033040,Tim,Candido De Abreu,-24.57586,-51.34333,2G 3G 4G
688033083,Tim,Cascavel,-24.956,-53.459361,2G 3G 4G
688033393,Tim,Cascavel,-24.922583,-53.421611,2G 3G 4G
688033415,Tim,Cascavel,-24.950472,-53.449056,2G 3G 4G 5G
688033440,Tim,Cerro Azul,-24.82583,-49.26364,2G 3G 4G
688033466,Tim,Guaraquecaba,-25.29917,-48.32944,2G 3G 4G
688033555,Tim,Jandaia Do Sul,-23.599194,-51.6425,2G 3G 4G
688033636,Tim,Jaguariaiva,-24.228083,-49.676667,2G 3G 4G
688033725,Tim,Candoi,-25.567778,-52.04975,2G 3G 4G
688033733,Tim,Marmeleiro,-26.15806,-53.03528,2G 3G 4G
688033741,Tim,Missal,-25.084722,-54.255028,2G 3G 4G
688033750,Tim,Ribeirao Claro,-23.19225,-49.757778,2G 3G 4G
688033768,Tim,Ventania,-24.247778,-50.245028,2G 3G 4G
688034241,Tim,Castro,-24.793611,-50.008639,2G 3G 4G
688103782,Claro,Colombo,-25.34539,-49.20088,2G 3G 4G
688103987,Claro,Telemaco Borba,-24.22861,-50.54944,2G 3G 4G
688112706,Vivo,Curitiba,-25.43889,-49.27444,2G 3G 4G 5G
688117902,Vivo,Jaguariaiva,-24.25194,-49.71611,2G 3G
688117937,Vivo,Marechal Candido Rondon,-24.56,-54.05722,2G 3G 4G
688117945,Vivo,Palmeira,-25.42861,-50.00611,2G 3G 4G
688118070,Vivo,Pato Branco,-26.23111,-52.66361,2G 3G 4G
688118127,Vivo,Pato Branco,-26.22917,-52.68,2G 3G 4G
688148808,Claro,Ribeirao Claro,-23.19246,-49.75786,2G 3G 4G
688152252,Claro,Curitiba,-25.45835,-49.28403,2G 3G 4G 5G
688152317,Claro,Guarapuava,-25.395347,-51.521565,2G 3G 4G
688152341,Claro,Guarapuava,-25.54667,-51.49583,2G 3G 4G
688153968,Vivo,Uniao Da Vitoria,-26.20778,-51.07667,2G 3G 4G
688195261,Claro,Carlopolis,-23.42056,-49.6775,2G 3G 4G
688195318,Claro,Cianorte,-23.67222,-52.58398,2G 3G 4G
688196403,Claro,Fazenda Rio Grande,-25.68,-49.31611,2G 3G 4G
688198104,Claro,Joaquim Tavora,-23.49917,-49.91694,2G 3G 4G
688204317,Claro,Marilandia Do Sul,-23.82361,-51.26806,2G 3G 4G
688204376,Claro,Marechal Candido Rondon,-24.54556,-54.0375,2G 3G 4G
688204449,Claro,Ponta Grossa,-25.235,-50.21306,2G 3G 4G
688204511,Claro,Siqueira Campos,-23.68051,-49.82852,2G 3G 4G
688204589,Claro,Tijucas Do Sul,-25.84472,-49.03472,2G 3G 4G
688204759,Claro,Tomazina,-23.77806,-49.95,2G 3G 4G
688204899,Claro,Ventania,-24.24769,-50.24531,2G 3G 4G
688239170,Tim,Manoel Ribas,-24.521139,-51.670861,2G 3G 4G
688239862,Tim,Jardim Alegre,-24.176972,-51.6925,2G 3G 4G
688240003,Tim,Figueira,-23.85,-50.400278,2G 3G 4G
688299725,Tim,Teixeira Soares,-25.367222,-50.456306,2G 3G 4G
688299865,Tim,Jesuitas,-24.38475,-53.386306,2G 3G 4G
688299938,Tim,Curiuva,-24.04333,-50.45417,2G 3G 4G
688301622,Tim,Campo Largo,-25.447528,-49.4775,2G 3G 4G
688302440,Tim,Iretama,-24.420556,-52.105833,2G 3G 4G
688302602,Tim,Campo Do Tenente,-25.971897,-49.666356,2G  4G
688304214,Tim,Ponta Grossa,-24.99611,-50.36111,2G 3G 4G
688371370,Tim,Ipiranga,-25.02083,-50.58,2G 3G 4G
688394825,Tim,Inacio Martins,-25.572528,-51.077222,2G 3G 4G
688395562,Tim,Roncador,-24.594722,-52.273611,2G 3G 4G
688401252,Claro,Curitiba,-25.43694,-49.27972,2G 3G 4G
688402410,Tim,Toledo,-24.743072,-53.722503,2G 3G 4G
688402445,Tim,Juranda,-24.420556,-52.843917,2G 3G 4G
688402461,Tim,Tomazina,-23.77833,-49.95056,2G 3G 4G
688406505,Claro,Curitiba,-25.43722,-49.28028,2G
688424260,Tim,Ortigueira,-24.112306,-51.033333,2G
688445020,Vivo,Sao Joao,-25.82472,-52.72889,2G 3G 4G
688445152,Vivo,Ivai,-25.01028,-50.85333,2G 3G 4G
688445225,Vivo,Rondon,-23.41417,-52.76778,2G 3G 4G
688445276,Vivo,Tres Barras Do Parana,-25.421667,-53.180278,2G 3G 4G
688445322,Vivo,Ribeirao Claro,-23.1925,-49.75778,2G  4G
688445390,Vivo,Santana Do Itarare,-23.75667,-49.62972,2G 3G 4G
688445420,Vivo,Quatigua,-23.55833,-49.91806,2G 3G 4G
688445454,Vivo,Querencia Do Norte,-23.08806,-53.48472,2G 3G 4G
688445470,Vivo,Inacio Martins,-25.5725,-51.07722,2G 3G 4G
688445497,Vivo,Sao Joao Do Triunfo,-25.68361,-50.29694,2G 3G 4G
688445519,Vivo,Teixeira Soares,-25.36722,-50.45611,2G 3G 4G
688445527,Vivo,Cruz Machado,-26.01917,-51.36167,2G
688445535,Vivo,Guairaca,-22.93528,-52.68806,2G 3G 4G
688445543,Vivo,Santa Maria Do Oeste,-24.94111,-51.87167,2G
688445578,Vivo,Turvo,-25.0415,-51.536333,2G 3G 4G
688445586,Vivo,Palmital,-24.88389,-52.21222,2G 3G 4G
688445594,Vivo,Rio Azul,-25.72361,-50.7875,2G 3G 4G
688450504,Vivo,Guamiranga,-25.21972,-50.81417,2G 3G 4G
688450598,Vivo,Vera Cruz Do Oeste,-25.06583,-53.87889,2G 3G 4G
688450636,Vivo,Marilandia Do Sul,-23.74917,-51.29611,2G 3G 4G
688450644,Vivo,Rio Bonito Do Iguacu,-25.50972,-52.53583,2G  4G
688450695,Vivo,California,-23.68083,-51.35556,2G 3G 4G
688458327,Tim,Itaperucu,-25.21389,-49.34778,2G 3G 4G
688476589,Tim,Rondon,-23.414444,-52.769167,2G 3G 4G
688478379,Tim,Palmital,-24.884167,-52.212222,2G 3G 4G
688478611,Tim,Nova Fatima,-23.434444,-50.561111,2G 3G 4G
688479030,Tim,Quatigua,-23.562528,-49.918889,2G 3G 4G
688479170,Tim,Salto Do Lontra,-25.784944,-53.3105,2G  4G
688479243,Tim,Santa Izabel Do Oeste,-25.81694,-53.48417,2G 3G 4G
688479278,Tim,Querencia Do Norte,-23.088083,-53.485,2G 3G 4G
688479430,Tim,Planalto,-25.7175,-53.77056,2G 3G 4G
688480390,Tim,Perola,-23.80225,-53.682778,2G 3G 4G
688483313,Tim,Palmas,-26.47725,-52.002528,2G 3G 4G
688485243,Tim,Itapejara D Oeste,-25.95944,-52.82056,2G 3G 4G
688486738,Tim,Foz Do Iguacu,-25.499722,-54.556111,2G 3G 4G
688487513,Tim,Ortigueira,-23.967222,-51.075306,2G
688492070,Vivo,Curitiba,-25.44861,-49.27222,2G 3G
688492100,Vivo,Pien,-26.10056,-49.42417,2G
688509517,Tim,Sao Sebastiao Da Amoreira,-23.46306,-50.76167,2G 3G 4G
688509908,Tim,Sao Joao Do Triunfo,-25.68361,-50.29694,2G 3G 4G
688510035,Tim,Sao Carlos Do Ivai,-23.3175,-52.472778,2G 3G 4G
688510159,Tim,Tupassi,-24.586111,-53.510028,2G 3G 4G
688510299,Tim,Curitiba,-25.369722,-49.25975,2G 3G 4G 5G
688524397,Vivo,Curitiba,-25.53639,-49.29889,2G 3G
688526918,Tim,Curitiba,-25.406111,-49.22225,2G 3G 4G 5G
688527035,Tim,Umuarama,-23.773889,-53.296667,2G 3G 4G
688527060,Tim,Colombo,-25.32514,-49.15056,2G 3G 4G 5G
688538118,Vivo,Santa Isabel Do Ivai,-23.01111,-53.18861,2G 3G 4G
688538142,Vivo,Campo Do Tenente,-25.971694,-49.666497,2G 3G 4G
688538177,Vivo,Mallet,-25.901472,-50.817556,2G 3G 4G
688538185,Vivo,Ponta Grossa,-25.11528,-50.20583,2G 3G 4G
688538193,Vivo,Agudos Do Sul,-25.991722,-49.342,2G  4G
688538231,Vivo,Figueira,-23.85028,-50.41389,2G 3G 4G
688538568,Vivo,Uniao Da Vitoria,-26.2375,-51.09278,2G 3G 4G
688538916,Vivo,Curitiba,-25.3988611,-49.27325,2G 3G 4G
688550177,Tim,Curitiba,-25.433533,-49.280422,2G 3G 4G
688550525,Tim,Ivai,-25.00917,-50.85556,2G 3G 4G
688576516,Tim,Reboucas,-25.629194,-50.691139,2G 3G 4G
688576788,Tim,Mallet,-25.8875,-50.831944,2G 3G 4G
688576850,Tim,Japura,-23.472528,-52.553917,2G 3G 4G
688576966,Tim,Vera Cruz Do Oeste,-25.0635,-53.881806,2G 3G 4G
688600689,Vivo,Curitiba,-25.37639,-49.21889,2G 3G 4G
688621767,Tim,Rio Branco Do Sul,-25.189972,-49.315833,2G 3G 4G
688627382,Vivo,Guarapuava,-25.42139,-51.46833,2G 3G
688627447,Vivo,Curitiba,-25.40306,-49.29,2G 3G 4G
688666680,Vivo,Curitiba,-25.39,-49.19972,2G 3G 4G
688666809,Vivo,Curitiba,-25.43028,-49.27472,2G 3G
688666825,Vivo,Guarapuava,-25.39694,-51.47389,2G 3G 4G
688667384,Tim,Foz Do Iguacu,-25.533333,-54.556389,2G 3G 4G
688681913,Tim,Campina Grande Do Sul,-25.105778,-48.816028,2G 3G 4G
688681999,Vivo,Ponta Grossa,-25.09528,-50.16167,2G 3G
688750907,Vivo,Curitiba,-25.43833,-49.29528,2G 3G
688773478,Vivo,Curitiba,-25.42611,-49.27556,2G 3G
688796435,Vivo,Bituruna,-26.158333,-51.546306,2G  4G
688796877,Vivo,Foz Do Iguacu,-25.51861,-54.54083,2G 3G 4G
688796893,Vivo,Foz Do Iguacu,-25.52611,-54.59194,2G 3G 4G
688796907,Vivo,General Carneiro,-26.420589,-51.308742,2G  4G
688797067,Vivo,Curitiba,-25.51917,-49.27806,2G 3G 4G
688797113,Vivo,Curitiba,-25.43083,-49.25861,2G 3G 4G 5G
688797164,Vivo,Astorga,-23.23667,-51.66361,2G 3G 4G
688797237,Vivo,Curitiba,-25.43778,-49.28194,2G 3G
688797245,Vivo,Sao Sebastiao Da Amoreira,-23.46944,-50.765,2G 3G 4G
688797296,Vivo,Iretama,-24.28889,-52.08361,2G
688833586,Tim,Maringa,-23.424722,-51.953639,2G 3G 4G 5G
688851320,Vivo,Curitiba,-25.445,-49.2625,2G 3G
688851665,Vivo,Sao Jose Dos Pinhais,-25.48472,-49.15083,2G 3G 4G
688851673,Vivo,Balsa Nova,-25.45333,-49.71417,2G
688868924,Tim,Curitiba,-25.48278,-49.25944,2G 3G 4G 5G
688885080,Vivo,Quatro Barras,-25.385,-49.047778,2G 3G 4G
688885098,Vivo,Curitiba,-25.39472,-49.23028,2G 3G 4G
688885101,Vivo,Curitiba,-25.43417,-49.27083,2G 3G 4G 5G
688885110,Vivo,Curitiba,-25.43861,-49.26722,2G 3G 4G 5G
688897916,Vivo,Curitiba,-25.46583,-49.25722,2G 3G 4G
688924522,Vivo,Matinhos,-25.73111,-48.49194,2G 3G 4G
688924557,Vivo,Pontal Do Parana,-25.591389,-48.382222,2G 3G 4G
688926428,Vivo,Guaratuba,-25.96083,-48.90056,2G
688969259,Vivo,Icaraima,-23.39611,-53.62167,2G 3G
688969380,Vivo,Itapejara D Oeste,-25.95944,-52.82056,2G 3G 4G
688969461,Vivo,Maua Da Serra,-23.89778,-51.22556,2G 3G 4G
688969674,Vivo,Reboucas,-25.628528,-50.691,2G 3G 4G
688969801,Vivo,Sao Jeronimo Da Serra,-23.71333,-50.74333,2G 3G 4G
688970214,Vivo,Urai,-23.21167,-50.79333,2G 3G 4G
688972012,Tim,Paranavai,-23.081944,-52.456972,2G 3G 4G
688972187,Tim,Curitiba,-25.438083,-49.265833,2G 3G 4G 5G
688974295,Tim,Guarapuava,-25.421972,-51.46725,2G 3G 4G
688974317,Tim,Guarapuava,-25.427778,-51.49,2G 3G 4G
688994504,Tim,Ponta Grossa,-25.103633,-50.101958,2G 3G 4G 5G
689000790,Tim,Curitiba,-25.452472,-49.25125,2G 3G 4G 5G
689015038,Vivo,Curitiba,-25.45417,-49.28861,2G
689016735,Tim,Curitiba,-25.432639,-49.218778,2G 3G 4G 5G
689016816,Tim,Curitiba,-25.428917,-49.284722,2G 3G 4G 5G
689018410,Vivo,Carambei,-24.875,-50.04222,2G
689032641,Tim,Curitiba,-25.407806,-49.255833,2G 3G 4G 5G
689036230,Vivo,Curitiba,-25.45083,-49.28389,2G 3G
689044640,Vivo,Mandaguacu,-23.34611,-52.09583,2G 3G 4G
689045743,Vivo,Castro,-24.793806,-49.943556,2G 3G 4G
689048769,Vivo,Nova Laranjeiras,-25.30972,-52.54,2G 3G 4G
689050089,Vivo,Telemaco Borba,-24.30611,-50.6075,2G 3G 4G
689050160,Vivo,Apucarana,-23.58722,-51.41139,2G 3G 4G
689054157,Vivo,Campina Grande Do Sul,-25.13611,-48.85917,2G  4G
689054530,Vivo,Curitiba,-25.44139,-49.27722,2G  4G 5G
689054556,Vivo,Curitiba,-25.43917,-49.28139,2G 3G 4G
689054971,Vivo,Campina Grande Do Sul,-25.194167,-48.886389,2G 3G 4G
689062001,Vivo,Guaratuba,-25.89472,-48.56528,2G 3G 4G
689301499,Tim,Curitiba,-25.457222,-49.334444,2G 3G 4G 5G
689302320,Tim,Maringa,-23.419194,-51.910306,2G 3G 4G 5G
689302347,Tim,Marialva,-23.475,-51.81361,2G 3G 4G
689403046,Vivo,Candoi,-25.56944,-52.04972,2G
689403070,Vivo,Palmital,-24.88389,-52.21222,2G
689427778,Vivo,General Carneiro,-26.41778,-51.31194,2G
